@relation mainC-refined-weka.filters.unsupervised.attribute.Remove-R7-26

@attribute 'refinedUse ' numeric
@attribute ' dow ' {0,1,2,3,4,5,6}
@attribute ' phase ' {0,1,2,3}
@attribute Day {0,1}
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster13,cluster9,cluster3,cluster5,cluster15,cluster17,cluster4,cluster12,cluster55,cluster11,cluster10,cluster42,cluster19,cluster30,cluster33,cluster36,cluster34,cluster39,cluster54,cluster47,cluster26,cluster25,cluster50,cluster52,cluster28}

@data
0.399167,6,2,0,4310,3.512667,cluster15
0.170751,1,3,1,13330,1.253,cluster13
0.24438,1,3,1,13320,1.26838,cluster13
0.209617,1,3,1,13310,1.26565,cluster13
0.180802,1,3,1,13300,1.23752,cluster13
0.072883,3,0,1,18300,1.099383,cluster13
0.113267,3,0,1,18290,1.084417,cluster13
0.08715,3,0,1,18280,1.096233,cluster13
0.100583,3,0,1,18270,1.0888,cluster13
0,5,1,1,3300,1.4947,cluster5
0.137966,3,0,1,18260,1.1015,cluster13
0,5,1,1,3290,1.5031,cluster5
0.472816,3,0,1,18250,1.481983,cluster13
0,5,1,1,3280,1.47863,cluster5
0.483234,3,0,1,18240,1.459017,cluster13
1.02707,2,3,1,13410,2.18637,cluster13
0,5,1,1,3270,1.49928,cluster5
0.305567,3,0,1,18230,1.2769,cluster13
1.02971,2,3,1,13400,2.18283,cluster13
0,5,1,1,3260,1.47785,cluster5
0.913483,5,0,0,15300,1.14295,cluster15
0.092184,3,0,1,18220,1.094367,cluster13
1.02465,2,3,1,13390,2.18393,cluster13
0,5,1,1,3250,1.4936,cluster5
0.872633,5,0,0,15290,1.201933,cluster15
0.104366,3,0,1,18210,1.0888,cluster13
1.02637,2,3,1,13380,2.18347,cluster13
0,5,1,1,3240,1.50867,cluster5
0.849999,5,0,0,15280,1.191683,cluster15
1.03245,2,3,1,13370,2.18267,cluster13
0,5,1,1,3230,1.4875,cluster5
0.86905,5,0,0,15270,1.2125,cluster15
0.070917,0,0,0,23200,1.04535,cluster13
0.017116,5,1,1,300,0.498533,cluster5
1.05124,2,3,1,13360,2.18517,cluster13
0,5,1,1,3220,1.49343,cluster5
0.837283,5,0,0,15260,1.205283,cluster15
0.072051,0,0,0,23190,1.008417,cluster13
0.016966,5,1,1,290,0.499833,cluster5
1.02007,2,3,1,13350,2.19867,cluster13
0,5,1,1,3210,1.5079,cluster5
0.839283,5,0,0,15250,1.190117,cluster15
0.073017,0,0,0,23180,1.03715,cluster13
0.016267,5,1,1,280,0.500367,cluster5
1.03737,2,3,1,13340,2.18302,cluster13
0.813283,5,0,0,15240,1.16725,cluster15
0.063917,0,0,0,23170,1.116433,cluster13
0.018049,5,1,1,270,0.5016,cluster5
1.03107,2,3,1,13330,2.16885,cluster13
1.58148,4,3,1,9300,2.27815,cluster3
0.802134,5,0,0,15230,1.167767,cluster15
0.059367,0,0,0,23160,1.117367,cluster13
0.0172,5,1,1,260,0.502833,cluster5
1.00497,2,3,1,13320,2.16167,cluster13
1.5757,4,3,1,9290,2.255533,cluster3
0.742299,5,0,0,15220,1.10685,cluster15
0.0506,0,0,0,23150,1.137183,cluster13
0.0174,5,1,1,250,0.505683,cluster5
1.56007,4,3,1,9280,2.277417,cluster3
0.604533,5,0,0,15210,0.953433,cluster15
0.058266,0,0,0,23140,1.1332,cluster13
0,4,0,1,18300,1.592467,cluster15
0.018467,5,1,1,240,0.510267,cluster5
1.55112,4,3,1,9270,2.281667,cluster3
0.0628,0,0,0,23130,1.119983,cluster13
0,4,0,1,18290,1.617617,cluster15
0.018566,5,1,1,230,0.512,cluster5
1.35438,4,3,1,9260,2.13125,cluster3
0.067834,0,0,0,23120,1.126083,cluster13
0,4,0,1,18280,1.6265,cluster15
0.019067,5,1,1,220,0.51195,cluster5
0.839917,4,3,1,9250,1.211733,cluster3
0.06275,0,0,0,23110,1.135317,cluster13
0,4,0,1,18270,1.617067,cluster15
0.019333,5,1,1,210,0.51205,cluster5
0.858,4,3,1,9240,0.998967,cluster3
0,4,0,1,18260,1.613217,cluster15
1.05877,4,3,1,9230,1.23715,cluster3
1.64483,2,2,1,5200,2.541133,cluster3
0,4,0,1,18250,1.62085,cluster15
1.6764,4,3,1,9220,1.8529,cluster3
1.64765,2,2,1,5190,2.541817,cluster3
0,4,0,1,18240,1.634233,cluster15
1.6839,4,3,1,9210,1.8397,cluster3
1.64905,2,2,1,5180,2.54285,cluster3
0,4,0,1,18230,1.6316,cluster15
1.65203,2,2,1,5170,2.547717,cluster3
0.613899,6,0,0,15300,1.69675,cluster13
0,4,0,1,18220,1.624967,cluster15
3.80605,1,0,1,14200,4.31925,cluster55
1.64332,2,2,1,5160,2.566667,cluster3
0.605401,6,0,0,15290,1.67485,cluster13
0,4,0,1,18210,1.642167,cluster15
2.4025,1,0,1,14190,3.053617,cluster55
1.6417,2,2,1,5150,2.547367,cluster3
0.602067,6,0,0,15280,1.661583,cluster13
2.33587,1,0,1,14180,2.970533,cluster55
1.65842,2,2,1,5140,2.546383,cluster3
0.60275,6,0,0,15270,1.67825,cluster13
1.9544,1,0,1,14170,2.5903,cluster55
1.52602,2,2,1,5130,2.774017,cluster3
0.606367,6,0,0,15260,1.676883,cluster13
1.663,1,0,1,14160,2.308833,cluster15
1.47345,2,2,1,5120,2.847967,cluster3
0.633866,6,0,0,15250,1.731983,cluster13
1.66752,1,0,1,14150,2.29985,cluster15
1.47657,2,2,1,5110,2.870867,cluster3
0.646867,6,0,0,15240,1.8485,cluster13
2.192,1,0,1,14140,2.693967,cluster55
0.767082,6,0,0,15230,1.78145,cluster13
2.2573,1,0,1,14130,2.746533,cluster55
1.00018,6,0,0,15220,1.955817,cluster13
2.32148,1,0,1,14120,2.80755,cluster55
1.16407,6,0,0,15210,2.124683,cluster15
2.06753,1,0,1,14110,2.47985,cluster55
1.27483,6,3,0,8300,1.61633,cluster15
1.8063,6,3,0,8290,2.12635,cluster15
2.13165,6,3,0,8280,2.4733,cluster15
1.26785,6,3,0,8270,1.6147,cluster15
1.243,6,3,0,8260,1.57153,cluster15
1.21392,6,3,0,8250,1.57175,cluster15
1.28834,6,3,0,8240,1.53622,cluster15
1.37843,6,3,0,8230,1.52798,cluster15
1.25099,6,3,0,8220,1.40572,cluster15
0.9598,6,3,0,8210,1.21805,cluster15
0.753016,5,0,1,14300,1.047433,cluster15
0.715466,5,0,1,14290,1.096183,cluster15
0.717165,5,0,1,14280,1.100083,cluster15
0.717701,5,0,1,14270,1.101767,cluster15
0.615999,5,0,1,23300,1.074133,cluster13
0.677747,3,0,1,22200,1.07613,cluster13
0.719116,5,0,1,14260,1.105183,cluster15
0.624283,5,0,1,23290,1.07495,cluster13
0.50918,3,0,1,22190,1.47398,cluster13
0.542984,5,0,1,14250,1.53315,cluster15
0.616599,5,0,1,23280,1.08225,cluster13
0.580369,3,0,1,22180,1.39497,cluster13
0.55015,5,0,1,14240,1.587,cluster15
0.616434,5,0,1,23270,1.081967,cluster13
0.100629,0,3,0,8290,1.22043,cluster13
0.596733,3,0,1,22170,1.3736,cluster13
0.5454,5,0,1,14230,1.589917,cluster15
0.622468,5,0,1,23260,1.085667,cluster13
0.085546,0,3,0,8280,1.21623,cluster13
0.597071,3,0,1,22160,1.38322,cluster13
0.538634,5,0,1,14220,1.558167,cluster15
0.631132,5,0,1,23250,1.080183,cluster13
0.086613,0,3,0,8270,1.21948,cluster13
0.589854,3,0,1,22150,1.40272,cluster13
0.538249,5,0,1,14210,1.56965,cluster15
0.614733,5,0,1,23240,1.08475,cluster13
0.087121,0,3,0,8260,1.22927,cluster13
0.58312,3,0,1,22140,1.37632,cluster13
0.636601,5,0,1,23230,1.083067,cluster13
0.081417,0,3,0,8250,1.2245,cluster13
0.58382,3,0,1,22130,1.40572,cluster13
0.615418,5,0,1,23220,1.09245,cluster13
0.611083,3,0,1,19200,1.561617,cluster13
0.06778,0,3,0,8240,1.23523,cluster13
0.609597,3,0,1,22120,1.27888,cluster13
0.667417,5,0,1,23210,1.070733,cluster13
0.608649,3,0,1,19190,1.561367,cluster13
0.115166,0,3,0,8230,1.24815,cluster13
0.60175,3,0,1,22110,1.2706,cluster13
0.5115,3,0,1,19180,1.6589,cluster13
0.094214,0,3,0,8220,1.23498,cluster13
0.51825,3,0,1,19170,1.670483,cluster13
0.091654,0,3,0,8210,1.23192,cluster13
1.53322,2,2,1,4200,2.984067,cluster17
0.523082,3,0,1,19160,1.65525,cluster13
0.09248,0,3,0,8200,1.23198,cluster13
1.5366,2,2,1,4190,3.007583,cluster17
0.51475,3,0,1,19150,1.66505,cluster13
1.54298,2,2,1,4180,3.013583,cluster17
0.421716,1,3,1,13200,1.99405,cluster15
0.514483,3,0,1,19140,1.65835,cluster13
0.724032,6,0,0,14300,1.068333,cluster15
1.54117,2,2,1,4170,2.996583,cluster17
0.398417,1,3,1,13190,1.935317,cluster15
0.688384,3,0,1,19130,1.836917,cluster13
0.720066,6,0,0,14290,1.074833,cluster15
1.5567,2,2,1,4160,3.0202,cluster17
0.458301,1,3,1,13180,2.018267,cluster15
0.918216,3,0,1,19120,2.078467,cluster13
0.722967,6,0,0,14280,1.076633,cluster15
1.53597,2,2,1,4150,3.10075,cluster17
0.45265,1,3,1,13170,2.1425,cluster15
0.917067,3,0,1,19110,2.060767,cluster13
0.726166,6,0,0,14270,1.076,cluster15
1.47602,2,2,1,4140,3.149217,cluster17
0.627434,1,3,1,13160,2.373733,cluster15
1.08928,6,0,0,14260,1.43565,cluster15
1.49218,2,2,1,4130,3.271933,cluster17
0.816934,1,3,1,13150,2.60975,cluster15
1.10228,6,0,0,14250,1.45145,cluster15
1.5757,2,2,1,4120,2.736983,cluster17
0.801818,1,3,1,13140,2.6054,cluster15
1.11133,6,0,0,14240,1.451017,cluster15
1.55408,2,2,1,4110,2.69295,cluster17
0.506717,1,3,1,13130,2.2982,cluster15
1.10213,6,0,0,14230,1.449933,cluster15
2.09157,4,3,1,10200,3.703933,cluster17
0.446667,1,3,1,13120,2.2663,cluster15
1.1025,6,0,0,14220,1.444717,cluster15
2.09988,4,3,1,10190,3.7123,cluster17
0.445934,1,3,1,13110,2.276067,cluster15
1.08952,6,0,0,14210,1.453517,cluster15
2.11447,4,3,1,10180,3.74735,cluster17
2.1083,4,3,1,10170,3.724967,cluster17
2.11447,4,3,1,10160,3.739567,cluster17
2.10883,4,3,1,10150,3.724033,cluster17
2.09402,4,3,1,10140,3.709,cluster17
2.10262,4,3,1,10130,3.735017,cluster17
2.11087,4,3,1,10120,3.739183,cluster17
2.12272,4,3,1,10110,3.737733,cluster17
0.396,6,2,0,4300,3.520533,cluster15
0.617117,6,2,0,4290,5.016033,cluster15
0.509568,6,2,0,4280,4.364783,cluster15
0.488701,6,2,0,4270,3.60535,cluster15
0.193966,1,3,1,13290,1.25075,cluster13
0.602533,6,2,0,4260,3.7004,cluster15
0.105662,1,3,1,13280,1.24668,cluster13
0.996884,6,2,0,4250,6.325933,cluster15
0.109197,1,3,1,13270,1.28638,cluster13
0.562017,6,2,0,4240,3.670317,cluster15
0.17508,1,3,1,13260,1.35003,cluster13
0.368749,6,2,0,4230,3.497483,cluster15
0.174537,1,3,1,13250,1.35602,cluster13
0.792799,6,2,0,4220,6.283933,cluster15
0.182496,1,3,1,13240,1.36563,cluster13
0.393301,6,2,0,4210,3.505217,cluster15
0.16765,1,3,1,13230,1.3599,cluster13
0.178796,1,3,1,13220,1.37138,cluster13
0.223545,1,3,1,13210,1.37068,cluster13
0.336266,1,3,1,13200,1.3992,cluster13
0.096633,3,0,1,18200,1.091833,cluster13
0.09425,3,0,1,18190,1.0882,cluster13
0.1187,3,0,1,18180,1.084717,cluster13
0.091384,3,0,1,18170,1.096017,cluster13
0,5,1,1,3200,1.50592,cluster5
0.244666,3,0,1,18160,1.261067,cluster13
0,5,1,1,3190,1.52233,cluster5
0.474416,3,0,1,18150,1.475383,cluster13
0,5,1,1,3180,1.39273,cluster5
0.469466,3,0,1,18140,1.43965,cluster13
1.01772,2,3,1,13310,2.13977,cluster13
0,5,1,1,3170,1.41588,cluster5
0.286533,3,0,1,18130,1.161383,cluster13
0.89562,2,3,1,13300,2.02857,cluster13
0,5,1,1,3160,1.3389,cluster5
0.50475,5,0,0,15200,0.876083,cluster15
0.103951,3,0,1,18120,0.978567,cluster13
0.628547,2,3,1,13290,1.77638,cluster13
0,5,1,1,3150,1.31258,cluster5
0.578567,5,0,0,15190,0.925217,cluster15
0.104399,3,0,1,18110,0.9781,cluster13
0.687233,2,3,1,13280,1.8261,cluster13
0,5,1,1,3140,1.34278,cluster5
0.601116,5,0,0,15180,0.946883,cluster15
0.675047,2,3,1,13270,1.83258,cluster13
0,5,1,1,3130,1.38072,cluster5
0.4661,5,0,0,15170,0.822233,cluster15
0.0658,0,0,0,23100,1.134317,cluster13
0.02095,5,1,1,200,0.512317,cluster5
0.67782,2,3,1,13260,1.81667,cluster13
0,5,1,1,3120,1.42248,cluster5
0.437416,5,0,0,15160,0.785433,cluster15
0.068349,0,0,0,23090,1.1451,cluster13
0.018017,5,1,1,190,0.512967,cluster5
0.627033,2,3,1,13250,1.771,cluster13
0,5,1,1,3110,1.3548,cluster5
0.430582,5,0,0,15150,0.756433,cluster15
0.060768,0,0,0,23080,1.13995,cluster13
0.016416,5,1,1,180,0.513433,cluster5
0.6425,2,3,1,13240,1.7698,cluster13
0.45325,5,0,0,15140,0.7541,cluster15
0.065683,0,0,0,23070,1.14435,cluster13
0.017183,5,1,1,170,0.513317,cluster5
0.618613,2,3,1,13230,1.77343,cluster13
1.66187,4,3,1,9200,1.822417,cluster3
0.493717,5,0,0,15130,0.799867,cluster15
0.070066,0,0,0,23060,1.148967,cluster13
0.015851,5,1,1,160,0.513667,cluster5
0.610934,2,3,1,13220,1.77975,cluster13
0.921234,4,3,1,9190,1.070617,cluster3
0.5205,5,0,0,15120,0.797967,cluster15
0.06535,0,0,0,23050,1.137717,cluster13
0.014517,5,1,1,150,0.515167,cluster5
0.82245,4,3,1,9180,1.003317,cluster3
0.494799,5,0,0,15110,0.774283,cluster15
0.064084,0,0,0,23040,1.13105,cluster13
0.016267,5,1,1,140,0.516567,cluster5
0.829216,4,3,1,9170,1.000583,cluster3
0.067799,0,0,0,23030,1.180783,cluster13
0.017933,5,1,1,130,0.51595,cluster5
1.67593,4,3,1,9160,1.846017,cluster3
0.072517,0,0,0,23020,1.206283,cluster13
0.017751,5,1,1,120,0.516317,cluster5
1.70307,4,3,1,9150,1.852467,cluster3
0.091783,0,0,0,23010,1.25435,cluster13
0.013967,5,1,1,110,0.51555,cluster5
1.69407,4,3,1,9140,1.853683,cluster3
1.6498,4,3,1,9130,1.826133,cluster3
1.47767,2,2,1,5100,2.852,cluster3
0.90475,4,3,1,9120,1.0665,cluster3
1.4843,2,2,1,5090,2.839783,cluster3
0.829284,4,3,1,9110,1.005317,cluster3
1.4841,2,2,1,5080,2.842367,cluster3
1.4898,2,2,1,5070,2.839717,cluster3
2.06935,1,0,1,14100,2.435533,cluster55
1.47642,2,2,1,5060,2.83925,cluster3
2.06577,1,0,1,14090,2.388617,cluster55
1.49232,2,2,1,5050,2.851483,cluster3
2.05195,1,0,1,14080,2.322467,cluster55
1.4795,2,2,1,5040,2.843167,cluster3
1.3432,1,0,1,14070,1.615233,cluster15
1.4752,2,2,1,5030,2.834067,cluster3
1.35077,1,0,1,14060,1.6241,cluster15
1.48422,2,2,1,5020,2.85455,cluster3
1.46038,1,0,1,14050,1.734,cluster55
1.48302,2,2,1,5010,2.833417,cluster3
2.15422,1,0,1,14040,2.426517,cluster55
2.05993,1,0,1,14030,2.58755,cluster55
2.2496,1,0,1,14020,3.080933,cluster55
2.35885,1,0,1,14010,3.153433,cluster55
0.96993,6,3,0,8200,1.21673,cluster15
0.92802,6,3,0,8190,1.21572,cluster15
0.943813,6,3,0,8180,1.17873,cluster15
0.524632,6,3,0,8170,0.71995,cluster15
0.52485,6,3,0,8160,0.720433,cluster15
0.524383,6,3,0,8150,0.7203,cluster15
0.522083,6,3,0,8140,0.7184,cluster15
0.520516,6,3,0,8130,0.716983,cluster15
0.523584,6,3,0,8120,0.720083,cluster15
0.416467,6,3,0,8110,0.9599,cluster15
0.521533,5,0,1,14200,1.56255,cluster15
0.527517,5,0,1,14190,1.567333,cluster15
0.532317,5,0,1,14180,1.584433,cluster15
0.534417,5,0,1,14170,1.5676,cluster15
0.668551,5,0,1,23200,1.067517,cluster13
0.599087,3,0,1,22100,1.27507,cluster13
0.536234,5,0,1,14160,1.567617,cluster15
0.670234,5,0,1,23190,1.0693,cluster13
0.5949,3,0,1,22090,1.2799,cluster13
0.542833,5,0,1,14150,1.585717,cluster15
0.667916,5,0,1,23180,1.06785,cluster13
0.607619,3,0,1,22080,1.27857,cluster13
0.534866,5,0,1,14140,1.717467,cluster15
0.669316,5,0,1,23170,1.070667,cluster13
0.070751,0,3,0,8190,1.2276,cluster13
0.920947,3,0,1,22070,1.59973,cluster13
0.524101,5,0,1,14130,1.735217,cluster15
0.6703,5,0,1,23160,1.07185,cluster13
0.101663,0,3,0,8180,1.23078,cluster13
0.984604,3,0,1,22060,1.67557,cluster13
0.531001,5,0,1,14120,1.7257,cluster15
0.498749,5,0,1,23150,1.487233,cluster13
0.07925,0,3,0,8170,1.23625,cluster13
0.9972,3,0,1,22050,1.6365,cluster13
0.530232,5,0,1,14110,1.747483,cluster15
0.500849,5,0,1,23140,1.518183,cluster13
0.103153,0,3,0,8160,1.23517,cluster13
0.976314,3,0,1,22040,1.66418,cluster13
0.4941,5,0,1,23130,1.5032,cluster13
0.0882,0,3,0,8150,1.23735,cluster13
0.96845,3,0,1,22030,1.6428,cluster13
0.49615,5,0,1,23120,1.516467,cluster13
0.913533,3,0,1,19100,2.067317,cluster13
0.094071,0,3,0,8140,1.22807,cluster13
0.95593,3,0,1,22020,1.64803,cluster13
0.524984,5,0,1,23110,1.536167,cluster13
0.893049,3,0,1,19090,2.062433,cluster13
0.11152,0,3,0,8130,1.22977,cluster13
0.944145,3,0,1,22010,1.63388,cluster13
0.903799,3,0,1,19080,2.04845,cluster13
0.076304,0,3,0,8120,1.21112,cluster13
0.897249,3,0,1,19070,2.041233,cluster13
0.291184,0,3,0,8110,1.21115,cluster13
1.59685,2,2,1,4100,2.623867,cluster17
0.645783,3,0,1,19060,1.781417,cluster13
0.235204,0,3,0,8100,1.14802,cluster13
1.61295,2,2,1,4090,2.609333,cluster17
0.513184,3,0,1,19050,1.667217,cluster13
1.59446,2,2,1,4080,2.597933,cluster17
0.437834,1,3,1,13100,2.2815,cluster15
0.491433,3,0,1,19040,1.674033,cluster13
1.55677,2,2,1,4070,2.57475,cluster17
0.43985,1,3,1,13090,2.249483,cluster15
0.523516,3,0,1,19030,1.659317,cluster13
1.49487,2,2,1,4060,2.556833,cluster17
0.436116,1,3,1,13080,2.26175,cluster15
0.519917,3,0,1,19020,1.666733,cluster13
1.63398,2,2,1,4050,2.65405,cluster17
0.444284,1,3,1,13070,2.277567,cluster15
0.519267,3,0,1,19010,1.66075,cluster13
0.933584,2,2,1,4040,1.955933,cluster15
0.446149,1,3,1,13060,2.219933,cluster15
0.731583,2,2,1,4030,1.73815,cluster15
0.447766,1,3,1,13050,2.137583,cluster15
0.898951,2,2,1,4020,1.93335,cluster17
0.441516,1,3,1,13040,2.167333,cluster15
1.52287,2,2,1,4010,2.539917,cluster17
0.464966,1,3,1,13030,2.27005,cluster15
2.12045,4,3,1,10100,3.746217,cluster17
0.58365,1,3,1,13020,1.76375,cluster15
2.1094,4,3,1,10090,3.739717,cluster17
0.8315,1,3,1,13010,1.995783,cluster15
2.12185,4,3,1,10080,3.768617,cluster17
2.12317,4,3,1,10070,3.784117,cluster17
2.48698,4,3,1,10060,4.182433,cluster17
2.18005,4,3,1,10050,3.785983,cluster17
2.21315,4,3,1,10040,3.40155,cluster17
2.22353,4,3,1,10030,3.39695,cluster17
2.2276,4,3,1,10020,3.38495,cluster17
2.20748,4,3,1,10010,3.368917,cluster17
0.619,6,2,0,4200,5.330767,cluster15
0.542284,6,2,0,4190,4.53475,cluster15
0.4198,6,2,0,4180,3.704033,cluster15
0.805433,6,2,0,4170,6.597933,cluster15
0.159484,1,3,1,13190,1.23955,cluster13
0.36715,6,2,0,4160,3.492267,cluster15
0.34015,1,3,1,13180,1.30355,cluster13
0.680101,6,2,0,4150,5.725567,cluster15
0.885304,1,3,1,13170,1.37397,cluster13
0.861767,6,2,0,4140,7.067633,cluster15
0.413117,1,3,1,13160,0.901717,cluster13
0.899666,6,2,0,4130,7.103933,cluster15
0.3357,1,3,1,13150,0.827267,cluster15
0.696533,6,2,0,4120,3.026983,cluster15
0.40205,1,3,1,13140,0.894367,cluster15
0.695284,6,2,0,4110,1.84125,cluster15
0.420816,1,3,1,13130,0.909533,cluster15
0.415034,1,3,1,13120,0.906617,cluster15
0.414332,1,3,1,13110,0.904983,cluster15
0.418134,1,3,1,13100,0.907517,cluster15
0.129967,3,0,1,18100,0.985433,cluster13
0.142484,3,0,1,18090,0.969983,cluster13
0.097051,3,0,1,18080,0.977317,cluster13
0.159517,3,0,1,18070,0.9604,cluster13
0,5,1,1,3100,0.837683,cluster5
0.321883,3,0,1,18060,1.117117,cluster13
0,5,1,1,3090,0.842933,cluster5
0.542917,3,0,1,18050,1.338317,cluster13
0.103516,5,1,1,3080,0.4359,cluster5
0.532533,3,0,1,18040,1.326283,cluster13
0.107466,5,1,1,3070,0.388683,cluster5
0.178116,3,0,1,18030,1.172717,cluster13
0.102966,5,1,1,3060,0.386433,cluster5
0.47405,5,0,0,15100,0.754833,cluster15
0.001234,3,0,1,18020,1.3686,cluster13
0.098634,5,1,1,3050,0.38585,cluster5
0.475017,5,0,0,15090,0.755583,cluster15
0,3,0,1,18010,1.366733,cluster13
0.101901,5,1,1,3040,0.386917,cluster5
0.468517,5,0,0,15080,0.837533,cluster15
0.100666,5,1,1,3030,0.387033,cluster5
0.462532,5,0,0,15070,0.858433,cluster15
0.157617,0,0,0,23000,1.105717,cluster13
0.024684,5,1,1,100,0.530283,cluster5
0.104051,5,1,1,3020,0.38525,cluster5
0.461701,5,0,0,15060,0.856867,cluster15
0.16105,0,0,0,22590,0.661883,cluster13
0.074467,5,1,1,90,0.432983,cluster5
0.0978,5,1,1,3010,0.38775,cluster5
0.34135,5,0,0,15050,1.116883,cluster15
0.1612,0,0,0,22580,0.6618,cluster13
0.093733,5,1,1,80,0.405317,cluster5
0.281,5,0,0,15040,1.242017,cluster15
0.177584,0,0,0,22570,0.66035,cluster13
0.0988,5,1,1,70,0.4061,cluster5
0.85095,4,3,1,9100,1.004083,cluster3
0.282951,5,0,0,15030,1.236667,cluster15
0.185416,0,0,0,22560,0.66015,cluster13
0.101667,5,1,1,60,0.408867,cluster5
1.673,4,3,1,9090,1.85455,cluster3
0.289049,5,0,0,15020,1.25325,cluster15
0.180667,0,0,0,22550,0.660783,cluster13
0.110667,5,1,1,50,0.40915,cluster5
1.70538,4,3,1,9080,1.8454,cluster3
0.2945,5,0,0,15010,1.262867,cluster15
0.170034,0,0,0,22540,0.6595,cluster13
0.114549,5,1,1,40,0.411633,cluster5
1.54632,4,3,1,9070,1.727133,cluster3
0.159268,0,0,0,22530,0.6605,cluster13
0.120934,5,1,1,30,0.410717,cluster5
0.85055,4,3,1,9060,1.001817,cluster3
0.176849,0,0,0,22520,0.659983,cluster13
0.125016,5,1,1,20,0.408883,cluster5
0.844201,4,3,1,9050,1.002517,cluster3
0.18095,0,0,0,22510,0.66455,cluster13
0.102616,5,1,1,10,0.423483,cluster5
1.02392,4,3,1,9040,1.213917,cluster3
1.66885,4,3,1,9030,1.98515,cluster3
1.4461,2,2,1,5000,2.8771,cluster3
1.68222,4,3,1,9020,1.9644,cluster3
1.48148,2,2,1,4590,3.024717,cluster3
1.67377,4,3,1,9010,1.943817,cluster3
2.85562,2,2,1,4580,4.379517,cluster3
1.40375,2,2,1,4570,2.947817,cluster3
1.38428,2,2,1,4560,2.947167,cluster3
1.38342,2,2,1,4550,2.962217,cluster3
1.40193,2,2,1,4540,2.9555,cluster3
1.37893,2,2,1,4530,2.988683,cluster3
1.46237,2,2,1,4520,2.8348,cluster3
1.5016,2,2,1,4510,2.6453,cluster3
0.344182,6,3,0,8100,1.134,cluster15
0.565164,6,3,0,8090,1.34658,cluster15
1.16766,6,3,0,8080,1.93813,cluster15
1.59705,6,3,0,8070,2.38207,cluster15
1.5974,6,3,0,8060,2.38267,cluster15
1.61662,6,3,0,8050,2.4117,cluster15
1.61684,6,3,0,8040,2.39662,cluster15
1.53543,6,3,0,8030,2.3253,cluster15
1.35383,6,3,0,8020,2.14603,cluster15
1.33442,6,3,0,8010,2.13182,cluster15
0.529851,5,0,1,14100,1.73505,cluster15
0.537317,5,0,1,14090,1.745967,cluster15
0.531884,5,0,1,14080,1.748117,cluster15
0.5259,5,0,1,14070,1.74305,cluster15
0.585834,5,0,1,23100,1.393733,cluster13
0.647246,3,0,1,22000,1.36518,cluster13
0.536734,5,0,1,14060,1.7917,cluster15
0.588717,5,0,1,23090,1.422417,cluster13
0.606197,3,0,1,21590,1.35798,cluster13
0.534633,5,0,1,14050,1.8377,cluster15
0.5923,5,0,1,23080,1.421283,cluster13
0.696334,3,0,1,21580,1.0642,cluster13
0.63345,5,0,1,14040,1.505683,cluster15
0.585633,5,0,1,23070,1.4186,cluster13
0.737197,0,3,0,8090,1.08108,cluster13
0.703133,3,0,1,21570,0.876533,cluster13
0.628133,5,0,1,14030,1.285783,cluster15
0.579917,5,0,1,23060,1.432683,cluster13
0.512135,0,3,0,8080,0.865467,cluster13
0.697517,3,0,1,21560,0.87655,cluster13
0.624734,5,0,1,14020,1.287267,cluster15
0.579583,5,0,1,23050,1.4199,cluster13
0.321034,0,3,0,8070,0.663767,cluster13
0.700782,3,0,1,21550,0.874633,cluster13
0.630417,5,0,1,14010,1.291217,cluster15
0.58925,5,0,1,23040,1.433033,cluster13
0.413916,0,3,0,8060,0.666317,cluster13
0.611447,3,0,1,21540,1.28038,cluster13
0.577501,5,0,1,23030,1.454817,cluster13
0.35535,0,3,0,8050,0.628717,cluster13
0.594566,3,0,1,21530,1.4529,cluster13
0.607182,5,0,1,23020,1.293783,cluster13
0.521984,3,0,1,19000,1.66085,cluster13
0.379084,0,3,0,8040,0.591217,cluster13
0.585333,3,0,1,21520,1.4576,cluster13
0.594066,5,0,1,23010,1.2882,cluster13
0.499433,3,0,1,18590,1.66705,cluster13
0.374334,0,3,0,8030,0.576867,cluster13
0.615766,3,0,1,21510,1.4516,cluster13
0.505083,3,0,1,18580,1.671517,cluster13
0.368733,0,3,0,8020,0.57215,cluster13
0.526534,3,0,1,18570,1.668817,cluster13
0.369449,0,3,0,8010,0.573383,cluster13
1.50017,2,2,1,4000,2.528067,cluster17
0.693183,3,0,1,18560,1.84495,cluster13
0.36785,0,3,0,8000,0.572617,cluster13
1.5011,2,1,1,3590,2.499483,cluster17
0.925833,3,0,1,18550,2.07195,cluster13
1.59007,2,1,1,3580,2.590117,cluster17
0.903699,3,0,1,18540,2.075867,cluster13
1.04665,2,1,1,3570,2.022867,cluster17
0.926017,3,0,1,18530,2.063683,cluster13
1.00145,2,1,1,3560,2.013767,cluster17
0.919867,3,0,1,18520,2.0607,cluster13
1.00892,2,1,1,3550,2.0141,cluster17
0.918667,3,0,1,18510,2.0536,cluster13
1.01973,2,1,1,3540,2.0109,cluster17
1.00287,2,1,1,3530,2.0148,cluster17
1.01045,2,1,1,3520,2.024233,cluster17
0.995284,2,1,1,3510,2.021617,cluster17
0.667318,6,2,0,4100,1.806517,cluster15
0.659984,6,2,0,4090,1.807567,cluster15
